,avgtempo,base_name,chord_changes,chorus_count,compid,filename_solo,filename_solo_backing,filename_solo_solo,filename_sv,genre,instrument,key,melid,performer,recording_year,rhythmfeel,signature,solopart,style,tempoclass,title,titleaddon,tonalitytype,trackid,tuning_frequency,intensity_solo_5_to_95_percentile_range,intensity_backing_5_to_95_percentile_range
379,134.6,SonnyRollins_BlueSeven-1_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |F7   |Eb7   |Bb7   |F7   ||,5,271,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_BlueSeven-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_BlueSeven-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_BlueSeven-1_Solo_Solo.wav,SonnyRollins_BlueSeven-1_FINAL.sv,ORIGINAL,ts,Bb-maj,379,Sonny Rollins,1956,SWING,4/4,1,HARDBOP,MEDIUM,Blue Seven,,BLUES,301,443.237,14.0028666773,15.0558291759
380,137.6,SonnyRollins_BlueSeven-2_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |Bb7   ||,2,271,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_BlueSeven-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_BlueSeven-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_BlueSeven-2_Solo_Solo.wav,SonnyRollins_BlueSeven-2_FINAL.sv,ORIGINAL,ts,Bb-maj,380,Sonny Rollins,1956,SWING,4/4,2,HARDBOP,MEDIUM,Blue Seven,,BLUES,301,442.218,10.3103443663,14.4372127319
381,133.3,SonnyRollins_BlueSeven-3_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7   |F7   ||,2,271,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_BlueSeven-3_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_BlueSeven-3_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_BlueSeven-3_Solo_Solo.wav,SonnyRollins_BlueSeven-3_FINAL.sv,ORIGINAL,ts,Bb-maj,381,Sonny Rollins,1956,SWING,4/4,3,HARDBOP,MEDIUM,Blue Seven,,BLUES,301,440.266,11.9891035606,14.121573744
382,294.0,SonnyRollins_I'llRememberApril_Solo,"A1: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |Gj7   |Gj7   ||
B1: ||C-7   |F7   |Bbj7   |G-7   |C-7   |F7   |Bbj7   |Bbj7   |A-7   |D7   |Gj7   |Gj7   |F#-7   |B7   |Ej7   |A-7 D7 ||
A2: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |Gj7   |Gj7   ||",2,79,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_I'llRememberApril_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_I'llRememberApril_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_I'llRememberApril_Solo_Solo.wav,SonnyRollins_I'llRememberApril_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,G-maj,382,Sonny Rollins,1956,SWING,4/4,1,HARDBOP,UP,I'll Remember April,,FUNCTIONAL,81,438.733,,
383,155.2,SonnyRollins_Playin'InTheYard-1_Solo,A1: ||G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   ||,1,272,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_Playin'InTheYard-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_Playin'InTheYard-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_Playin'InTheYard-1_Solo_Solo.wav,SonnyRollins_Playin'InTheYard-1_FINAL.sv,ORIGINAL,ts,G-maj,383,Sonny Rollins,1972,FUNK,4/4,1,FUSION,MEDIUM UP,Playin' in the Yard,,FUNCTIONAL,302,440.249,5.23374911758,8.72495001144
384,159.4,SonnyRollins_Playin'InTheYard-2_Solo,"A1: ||G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |C7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   ||
I1: ||NC   ||",1,272,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_Playin'InTheYard-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_Playin'InTheYard-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_Playin'InTheYard-2_Solo_Solo.wav,SonnyRollins_Playin'InTheYard-2_FINAL.sv,ORIGINAL,ts,G-maj,384,Sonny Rollins,1972,FUNK,4/4,2,FUSION,MEDIUM UP,Playin' in the Yard,,FUNCTIONAL,302,441.281,5.33639737968,10.2465394318
385,207.0,SonnyRollins_St.Thomas-1_Solo,"A1: ||C69   |E-7 A7 |D-7 G7 |C69   |C69   |E-7 A7 |D-7 G7 |C69   ||
B1: ||Em7b5   |A79#   |D-7   |G7   |C69 C7 |Fj7 F#o |C/G G7 |C79   ||",5,273,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_St.Thomas-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_St.Thomas-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_St.Thomas-1_Solo_Solo.wav,SonnyRollins_St.Thomas-1_FINAL.sv,ORIGINAL,ts,C-maj,385,Sonny Rollins,1956,LATIN,4/4,1,HARDBOP,UP,St. Thomas,,FUNCTIONAL,303,440.203,10.8539365247,12.2901385686
386,224.1,SonnyRollins_St.Thomas-2_Solo,"A1: ||C69   |E-7 A7 |D-7 G7 |C69   |C69   |E-7 A7 |D-7 G7 |C69   ||
B1: ||Em7b5   |A79#   |D-7   |G7   |C69 C7/E |F F#o |C/G G7 |C79   ||",4,273,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_St.Thomas-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_St.Thomas-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_St.Thomas-2_Solo_Solo.wav,SonnyRollins_St.Thomas-2_FINAL.sv,ORIGINAL,ts,C-maj,386,Sonny Rollins,1956,LATIN,4/4,2,HARDBOP,UP,St. Thomas,,FUNCTIONAL,303,440.121,8.85494212076,9.76158593472
387,175.6,SonnyRollins_TenorMadness_Solo,A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |Bb7   ||,8,274,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_TenorMadness_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_TenorMadness_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_TenorMadness_Solo_Solo.wav,SonnyRollins_TenorMadness_FINAL.sv,ORIGINAL,ts,Bb-maj,387,Sonny Rollins,1956,SWING,4/4,1,HARDBOP,MEDIUM UP,Tenor Madness,,BLUES,304,440.661,,
388,192.6,SonnyRollins_TheEverywhereCalypso-1_Solo,A1: ||C   |F   |G7   |C   |A7   |D-7   |G7   |C   ||,13,275,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_TheEverywhereCalypso-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_TheEverywhereCalypso-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_TheEverywhereCalypso-1_Solo_Solo.wav,SonnyRollins_TheEverywhereCalypso-1_FINAL.sv,ORIGINAL,ts,C-maj,388,Sonny Rollins,1972,LATIN,4/4,1,POSTBOP,UP,The Everywhere Calypso,,FUNCTIONAL,305,438.837,6.53198560355,10.3245561817
389,197.2,SonnyRollins_TheEverywhereCalypso-2_Solo,A1: ||C   |F   |G7   |C   |A7   |D-7   |G7   |C   ||,19,275,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_TheEverywhereCalypso-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_TheEverywhereCalypso-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_TheEverywhereCalypso-2_Solo_Solo.wav,SonnyRollins_TheEverywhereCalypso-2_FINAL.sv,ORIGINAL,ts,C-maj,389,Sonny Rollins,1972,LATIN,4/4,2,POSTBOP,UP,The Everywhere Calypso,,FUNCTIONAL,305,438.975,7.5228386451,10.0224652045
390,114.4,SonnyRollins_VierdBlues_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C7   |F7   |Bb7   |F7   ||,6,240,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyRollins_VierdBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_VierdBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyRollins_VierdBlues_Solo_Solo.wav,SonnyRollins_VierdBlues_FINAL.sv,ORIGINAL,ts,Bb-maj,390,Sonny Rollins,1956,SWING,4/4,1,HARDBOP,MEDIUM,Vierd Blues,,BLUES,260,438.874,13.5629069554,13.3086295459
391,60.7,SonnyStitt_BlueMode_Solo,"A1: ||Bb7   |Eb7 Em7b5 |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7 G7 |C-7   |F7   |Bb7 F7 |B7G7C-7F7||
A2: ||Bb7   |A-7 D-7 |G-7   |F7   |Eb7   |Eb7   |F7   |Eb7 G7 |C-7   |C-7 F7 |Bb7   |Bb7   |NC   ||",1,152,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyStitt_BlueMode_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_BlueMode_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_BlueMode_Solo_Solo.wav,SonnyStitt_BlueMode_FINAL.sv,ORIGINAL,ts,Bb-maj,391,Sonny Stitt,1949,SWING,4/4,1,BEBOP,SLOW,Blue Mode,,BLUES,166,435.606,13.7376195828,16.4057617561
392,185.8,SonnyStitt_BluesInBe=Bop_Solo,A1: ||Eb7   |Ab7   |Eb7   |Eb7   |Ab7   |Ab7   |Eb7   |Bb-7 A7 |Ab7   |Bb7   |Eb7   |Eb7 Bb7 ||,2,199,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyStitt_BluesInBe=Bop_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_BluesInBe=Bop_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_BluesInBe=Bop_Solo_Solo.wav,SonnyStitt_BluesInBe=Bop_FINAL.sv,ORIGINAL,as,Eb-maj,392,Sonny Stitt,1946,SWING,4/4,1,BEBOP,UP,Blues in Be-Bop,,BLUES,217,435.349,19.384899905,11.6142823103
393,67.7,SonnyStitt_BodyAndSoul_Solo,"A1: ||Eb-7 Bb79b |Absus7 Ab7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 B7 |Bb-7Eb7Eb-7Ab7|Db6 Bb7 ||
A2: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 B7 |Bb-7 D7 |Db6 E-7A7||
B1: ||Dj7 E-7 |F#-7 G-7C7|F#-7B7E-7A7|Dj7   |D-7 G7 |Cj7 Ebo |D-7 G7 |C7B7Bb7 ||
A3: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 B7911#F7|Bb-7NC  |NC   |NC   |NC   |Db6   ||",1,276,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyStitt_BodyAndSoul_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_BodyAndSoul_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_BodyAndSoul_Solo_Solo.wav,SonnyStitt_BodyAndSoul_FINAL.sv,GREAT AMERICAN SONGBOOK,as,Db-maj,393,Sonny Stitt,1948,BALLAD,4/4,1,BEBOP,SLOW,Body And Soul,,FUNCTIONAL,306,445.754,8.42695376289,14.7576798761
394,192.7,SonnyStitt_Elora_Solo,"A1: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db-7 |C-7   |F7   |Bbj7   |C-7   ||
A2: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db-7 |C-7   |F7   |Bb   |F-7 Bb7 ||
B1: ||Ebj7   |Eb-7   |D-7   |Ao7 D+7 |G-7   |C7   |C-7   |F7   ||
A3: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db-7 |C-7   |F7   |Bbj7   |Bbj7   ||
I1: ||NC   ||",1,155,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyStitt_Elora_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_Elora_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_Elora_Solo_Solo.wav,SonnyStitt_Elora_FINAL.sv,ORIGINAL,ts,Bb-maj,394,Sonny Stitt,1949,SWING,4/4,1,BEBOP,UP,Elora,,FUNCTIONAL,169,435.37,12.8474075177,7.9256513894
395,173.4,SonnyStitt_GoodKick_Solo,A1: ||F7   |F7   |F7 D-7 |G-7 C7 |F7   |F7   |C7   |C7   ||,3,277,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyStitt_GoodKick_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_GoodKick_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_GoodKick_Solo_Solo.wav,SonnyStitt_GoodKick_FINAL.sv,ORIGINAL,as,F-maj,395,Sonny Stitt,1946,SWING,4/4,1,BEBOP,MEDIUM UP,Good Kick,,FUNCTIONAL,307,432.612,15.3440599757,11.1120071434
396,167.9,SonnyStitt_Teapot_Solo,"A1: ||F7 C7 |F7   |Bb7   |Bb7   |Bb-7 Eb7 |Bb-7 Eb7 |Ab6   |Bb-7Eb7Ab6C7||
B1: ||F7 C7 |F7   |Bb7   |Bb7   |F-7 C7 |F-7   |C-7 F7 |Bb-7Eb7Ab6C7||",2,157,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SonnyStitt_Teapot_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_Teapot_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SonnyStitt_Teapot_Solo_Solo.wav,SonnyStitt_Teapot_FINAL.sv,ORIGINAL,ts,F-maj,396,Sonny Stitt,1949,SWING,4/4,1,BEBOP,MEDIUM UP,Teapot,,FUNCTIONAL,171,436.33,11.9340640786,9.74131200292
397,242.5,StanGetz_BluesInTheCloset_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |F7   ||,16,153,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/StanGetz_BluesInTheCloset_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_BluesInTheCloset_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_BluesInTheCloset_Solo_Solo.wav,StanGetz_BluesInTheCloset_FINAL.sv,ORIGINAL,ts,Bb-maj,397,Stan Getz,1957,SWING,4/4,1,COOL,UP,Blues in the Closet,,BLUES,167,439.577,10.7736159322,11.7220428252
398,63.4,StanGetz_BodyAndSoul_Solo,"A1: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7 Eb-7Ab7|Db6 Fm7b5Bb7||
A2: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7 Eb-7Ab7|Db A7 ||
B1: ||Dj7 E-7 |F#-7 G-7 |F#-7B-7E-7A7|Dj7   |D-7 G7 |Cj7 Ebo7 |D-7 G7 |C7 Bb7 ||
A3: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7Eb7Eb-7Ab7|Db6  A7||
B2: ||Dj7 E-7 |F#-7 G-7 |F#-7B-7E-7A7|Dj7   |D-7 G7 |Cj7 Ebo7 |D-7 G7 |C7B7Bb7 ||",2,75,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/StanGetz_BodyAndSoul_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_BodyAndSoul_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_BodyAndSoul_Solo_Solo.wav,StanGetz_BodyAndSoul_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Db-maj,398,Stan Getz,1964,SWING,4/4,1,COOL,SLOW,Body and Soul,,FUNCTIONAL,308,439.851,9.6118295647,13.225473762
399,287.9,StanGetz_CrazyRhythm_Solo,"A1: ||Fj7   |Fj7   |Bb7   |A-7 Abo7 |G-7   |C7   |F6   |G-7 C7 ||
A2: ||Fj7   |Fj7   |Bb7   |A-7 Abo7 |G-7   |C7   |F6   |F6   ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |Bb-7   |Eb79   |D7   |G7 C7 ||
A3: ||Fj7   |Fj7   |G7   |G7   |C7   |C7   |Fj7   |Fj7   ||",8,154,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/StanGetz_CrazyRhythm_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_CrazyRhythm_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_CrazyRhythm_Solo_Solo.wav,StanGetz_CrazyRhythm_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,F-maj,399,Stan Getz,1957,SWING,4/4,1,COOL,UP,Crazy Rhythm,,FUNCTIONAL,168,439.193,9.43298211126,11.2711542628
400,67.0,StanGetz_I'mGladThereIsYou_Solo,"A1: ||C#j7   |C#j7   |C#-7   |F#7913   |D#-7   |G#7   |F-7 E7913 |Aj7 D79 ||
A2: ||C#j7 D#-7 |F-7 Eo7 |D#-7   |G#79   |C#j7 B79 |A#79b   |D#7913   |G#79 C#sus79 ||
I1: ||NC   ||",1,278,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/StanGetz_I'mGladThereIsYou_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_I'mGladThereIsYou_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_I'mGladThereIsYou_Solo_Solo.wav,StanGetz_I'mGladThereIsYou_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,C#-maj,400,Stan Getz,1957,SWING,4/4,1,COOL,SLOW,I'm Glad There Is You,,FUNCTIONAL,309,441.255,10.1546170674,13.2811505632
401,128.2,StanGetz_Insensatez_Solo,"A1: ||A-79   |A-79   |G#o7   |G#o7   |G-6   |G-6   |D7/F#   |D7/F#   ||
B1: ||Fj7   |Fj7   |Bbj7   |Bbj7   |Bm7b5   |E79b   |A-7   |Ab7913   ||
C1: ||G-7   |G-7   |F#o7   |F#o7   |Fj7   |Bm7b5 E7 |A-7   |A-7 Ab7 ||
D1: ||G-79   |C7   |F#-7   |B79b   |Fj7   |E7   |A-7   |A-7   ||
I1: ||NC   |NC   ||",1,279,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/StanGetz_Insensatez_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_Insensatez_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_Insensatez_Solo_Solo.wav,StanGetz_Insensatez_FINAL.sv,ORIGINAL,ts,A-min,401,Stan Getz,1963,LATIN,4/4,1,COOL,MEDIUM,Insensatez,,FUNCTIONAL,310,434.379,8.90769681591,12.399012927
402,130.7,StanGetz_MyFunnyValentine_Solo,"A1: ||F-   |F-j7   |F-7   |F-6   |Dbj7   |Bb-7   |Gm7b5   |C79b   ||
A2: ||F-   |F-j7   |F-7   |F-6   |Dbj7   |Bb-7   |Db-6   |Eb79b   ||
B1: ||Abj7 Bb-7 |C-7 Bb-7 |Abj7 Bb-7 |C-7 Bb-7 |Abj7 C7 |F- Eb-7D7|Dbj7   |Gm7b5 C79b ||
C1: ||F-   |Fj7   |F-7   |F-6   |Dbj7   |Gm7b5 C79b |F-   |Eb-7 D7911# |Dbj7   |Bb-7 Eb79b |Ab6   |Ab6   ||",3,156,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/StanGetz_MyFunnyValentine_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_MyFunnyValentine_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/StanGetz_MyFunnyValentine_Solo_Solo.wav,StanGetz_MyFunnyValentine_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,F-min,402,Stan Getz,1957,SWING,4/4,1,COOL,MEDIUM,My Funny Valentine,,FUNCTIONAL,170,439.44,12.5641833688,12.3739359186
403,144.8,SteveColeman_Cross=Fade-1_Solo,A1: ||NC   ||,1,280,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SteveColeman_Cross=Fade-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Cross=Fade-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Cross=Fade-1_Solo_Solo.wav,SteveColeman_Cross=Fade-1_FINAL.sv,ORIGINAL,as,,403,Steve Coleman,1990,FUNK,9/4,1,FUSION,MEDIUM UP,Cross-Fade,,FREE,311,440.267,11.8965104369,18.7170897823
404,145.9,SteveColeman_Cross=Fade-2_Solo,A1: ||NC   ||,1,280,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SteveColeman_Cross=Fade-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Cross=Fade-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Cross=Fade-2_Solo_Solo.wav,SteveColeman_Cross=Fade-2_FINAL.sv,ORIGINAL,as,,404,Steve Coleman,1990,FUNK,9/4,2,FUSION,MEDIUM UP,Cross-Fade,,FREE,311,439.887,11.3568079726,16.2527674773
405,242.2,SteveColeman_DoubleVision_Solo,A1: ||NC   ||,1,202,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SteveColeman_DoubleVision_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_DoubleVision_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_DoubleVision_Solo_Solo.wav,SteveColeman_DoubleVision_FINAL.sv,ORIGINAL,ss,,405,Steve Coleman,1985,SWING,4/4,1,POSTBOP,UP,Double Vision,,COLOR,220,435.856,11.3515897819,14.4441171994
406,104.9,SteveColeman_PassItOn_Solo,"A1: ||C-7   |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||",2,281,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SteveColeman_PassItOn_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_PassItOn_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_PassItOn_Solo_Solo.wav,SteveColeman_PassItOn_FINAL.sv,ORIGINAL,as,,406,Steve Coleman,1991,FUNK,4/4,1,FUSION,MEDIUM SLOW,Pass it On,,MODAL,312,439.945,7.60180041551,11.3470043275
407,103.9,SteveColeman_Processional_Solo,A1: ||F-    |F-    |F-    |F-    |Db7911#    |Db7911#    |F-    |F-    |Gb7911#    |E7911#    |D7911#    |C7alt    ||,3,282,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SteveColeman_Processional_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Processional_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Processional_Solo_Solo.wav,SteveColeman_Processional_FINAL.sv,ORIGINAL,as,F-min,407,Steve Coleman,1989,LATIN,5/4,1,POSTBOP,MEDIUM SLOW,Processional,,COLOR,313,441.271,10.1763422538,14.9165177924
408,240.0,SteveColeman_Segment_Solo,"A1: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   ||
A2: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |Ab7   |Ab7   |Db7   |Db7   ||
A3: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus  ||",5,59,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/SteveColeman_Segment_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Segment_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/SteveColeman_Segment_Solo_Solo.wav,SteveColeman_Segment_FINAL.sv,ORIGINAL,as,Bb-min,408,Steve Coleman,1988,SWING,4/4,1,POSTBOP,UP,Segment,,FUNCTIONAL,314,439.58,8.76879910354,15.477787816
