id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
BennyCarter_LongAgoAndFarAway-1_FINAL.sv;3.92;3.29;3.74;0.11;0.01;0.05;0.01;0.02;0.06;0.0;0.01;0.17;0.15;0.05;0.18;0.02;0.15;0.85;3.13;3.33;3.13;6.05;2.09;0.0;0.0;0.74;0.64;0.54;0.0;0.22;0.0;0.05;0.67;0.01;0.45;0.0;7.73;2.78;5.02;0.0;1.83;4.73;0.01;0.05;0.2;0.03;0.01;0.16;0.27;0.21;0.04;0.75;0.88;0.87;0.17;6.83;5.27;Benny Carter;Long Ago and Far Away;Long Ago and Far Away-1;SWING;SWING;as;185.0;FUNCTIONAL;1952;6.01;3.18;0.1;3.27;-9;19;10;2.72;3.5;2.49;0.0;0.04;0.04;0.68;0.1;0.03;0.57;0.35;0.0;0.67;0.67;0.17;2.81;3.92;1.0;2.37;0.0;2.38;1.0;1.14;2.74;2.29;1.41;0.0;0.81;31.49;0.97;0.333333333333;0.169367588933;0.247826086957;0.0909090909091;2.19;0.47;0.5;0.03;0.74;3.97;4.26;7.0;0.96;0.91;0.91;7.29;4.11;30;64.0;5.38;0.38;3.09;3.87;3.84;0.36;0.36
BennyCarter_LongAgoAndFarAway-2_FINAL.sv;3.8;3.4;3.85;0.09;0.02;0.02;0.02;0.03;0.07;0.0;0.01;0.19;0.14;0.07;0.16;0.05;0.14;0.89;3.83;5.5;3.92;6.07;2.11;0.0;0.0;0.73;0.54;0.52;0.0;0.2;0.0;0.06;0.54;0.01;0.46;0.0;4.74;2.0;3.17;1.0;1.14;4.9;0.02;0.07;0.24;0.02;0.0;0.17;0.26;0.15;0.07;0.76;0.93;0.88;0.16;6.69;5.19;Benny Carter;Long Ago and Far Away;Long Ago and Far Away-2;SWING;SWING;as;185.8;FUNCTIONAL;1952;6.24;4.25;0.1;3.27;-8;17;9;2.75;3.58;2.52;0.0;0.03;0.03;0.7;0.12;0.04;0.57;0.37;0.0;0.65;0.56;0.14;2.32;3.79;1.0;1.95;0.0;1.79;1.0;1.0;2.48;1.8;1.15;1.0;0.7;8.49;0.97;0.133858267717;0.139195792226;0.211462450593;0.0669291338583;2.22;0.48;0.5;0.02;0.71;4.29;4.12;3.0;0.95;0.93;0.92;9.56;4.06;24;67.0;5.02;0.43;3.82;4.09;4.75;0.43;0.43
BennyCarter_SweetLorraine_FINAL.sv;3.78;3.5;3.74;0.07;0.03;0.05;0.03;0.04;0.06;0.0;0.01;0.16;0.17;0.07;0.17;0.05;0.1;0.88;3.17;3.27;3.5;6.35;2.19;0.0;0.0;0.11;0.36;0.57;0.0;0.88;0.0;0.01;0.55;0.02;0.41;0.0;1.22;9.41;5.19;0.0;1.0;4.98;0.02;0.07;0.25;0.02;0.0;0.18;0.25;0.15;0.06;0.74;0.94;0.74;0.19;10.74;4.1;Benny Carter;Sweet Lorraine;Sweet Lorraine-1;SWING;SWING;as;91.5;FUNCTIONAL;1986;6.48;3.24;0.1;3.23;-7;19;12;2.7;3.53;2.68;0.0;0.05;0.04;0.41;0.03;0.03;0.71;0.2;0.01;0.53;0.68;0.52;4.1;1.8;1.0;2.6;1.0;1.59;1.0;1.11;1.87;2.19;1.0;0.0;0.95;34.92;0.98;0.446280991736;0.128430208666;0.240331491713;0.0165289256198;2.2;0.48;0.5;0.02;0.71;4.29;4.72;3.0;0.95;0.93;0.85;7.17;4.25;29;64.0;5.92;0.4;3.78;3.71;4.02;0.35;0.35
BennyGoodman_Avalon_FINAL.sv;3.33;3.2;3.53;0.09;0.03;0.04;0.04;0.01;0.05;0.0;0.0;0.22;0.14;0.11;0.18;0.02;0.07;0.84;3.0;6.0;4.6;5.6;2.16;0.0;0.06;0.68;0.69;0.7;0.0;0.13;0.0;0.14;0.7;0.07;0.22;1.29;3.93;1.31;2.49;0.0;1.57;4.94;0.01;0.01;0.19;0.06;0.02;0.2;0.27;0.17;0.07;0.75;0.72;0.79;0.15;4.87;4.89;Benny Goodman;Avalon;Avalon-1;SWING;SWING;cl;241.0;FUNCTIONAL;1937;6.01;4.5;0.04;3.5;-16;27;16;2.73;3.47;2.75;0.01;0.05;0.09;0.64;0.21;0.07;0.39;0.49;0.0;0.76;0.64;0.04;1.41;4.29;1.0;1.55;0.0;1.88;1.15;1.2;2.48;1.4;1.62;1.0;0.71;28.4;0.97;0.320987654321;0.198240165631;0.229813664596;0.166666666667;2.5;0.44;0.5;0.06;0.79;4.07;4.44;3.0;0.88;0.92;0.9;6.45;3.75;24;76.5;4.37;0.46;3.0;4.14;4.47;0.5;0.5
BennyGoodman_HandfulOfKeys_FINAL.sv;4.0;3.25;4.0;0.1;0.0;0.06;0.01;0.05;0.1;0.0;0.03;0.16;0.13;0.1;0.09;0.01;0.16;0.88;4.0;9.5;8.0;5.42;1.05;0.02;0.0;0.85;0.4;0.89;0.0;0.02;0.02;0.1;0.37;0.0;0.09;0.0;7.67;1.0;4.05;1.0;1.14;4.45;0.01;0.0;0.15;0.05;0.04;0.23;0.26;0.15;0.11;0.76;0.88;0.88;0.18;4.7;5.93;Benny Goodman;Handful of Keys;Handful of Keys-1;SWING;SWING;cl;303.1;FUNCTIONAL;1937;5.09;7.67;0.25;3.88;-14;24;14;2.9;3.41;1.94;0.04;0.04;0.04;0.78;0.15;0.03;0.16;0.78;0.0;0.51;0.53;0.0;1.63;6.89;1.0;3.81;0.0;7.75;1.0;1.0;3.48;0.0;1.5;1.0;0.62;35.13;0.9;0.185185185185;0.183140432099;0.16875;0.197530864198;2.39;0.42;0.53;0.05;0.78;4.0;6.17;0.0;0.81;0.92;0.86;9.0;4.0;25;77.0;5.32;0.37;4.0;9.5;8.0;0.32;0.32
BennyGoodman_Nobody'sSweetheart_FINAL.sv;3.0;3.57;3.91;0.05;0.01;0.05;0.07;0.03;0.09;0.0;0.01;0.17;0.16;0.13;0.14;0.02;0.07;0.88;3.0;3.0;3.5;5.89;1.57;0.0;0.05;0.7;0.66;0.8;0.0;0.1;0.0;0.15;0.52;0.03;0.17;1.11;3.83;1.33;2.44;0.0;1.43;5.16;0.05;0.06;0.15;0.02;0.02;0.27;0.18;0.15;0.09;0.81;0.75;0.84;0.16;5.03;6.51;Benny Goodman;Nobody's Sweetheart;Nobody's Sweetheart-1;SWING;SWING;cl;311.3;FUNCTIONAL;1936;5.96;3.0;0.02;4.36;-14;32;18;3.53;3.65;2.77;0.02;0.02;0.07;0.64;0.24;0.06;0.22;0.71;0.0;0.59;0.62;0.03;1.48;3.6;1.0;2.56;0.0;4.21;1.0;1.0;2.16;1.2;1.41;1.0;0.73;32.72;0.94;0.343434343434;0.197636261088;0.263959390863;0.131313131313;2.18;0.44;0.54;0.02;0.7;3.38;4.25;0.0;0.82;0.89;0.9;6.27;3.77;25;75.0;4.5;0.58;3.25;3.29;3.79;0.47;0.47
BennyGoodman_Runnin'Wild_FINAL.sv;3.5;3.5;3.86;0.11;0.02;0.04;0.07;0.02;0.04;0.0;0.01;0.23;0.13;0.11;0.19;0.0;0.06;0.84;3.0;3.0;3.43;5.4;1.96;0.01;0.04;0.56;0.72;0.75;0.0;0.2;0.01;0.19;0.5;0.03;0.2;1.17;2.14;1.27;1.65;1.0;1.36;5.06;0.03;0.02;0.19;0.04;0.04;0.18;0.25;0.17;0.07;0.8;0.77;0.82;0.17;4.91;5.83;Benny Goodman;Runnin' Wild;Runnin' Wild-1;SWING;SWING;cl;285.0;FUNCTIONAL;1937;5.88;3.0;0.04;4.12;-16;33;17;3.1;3.63;3.32;0.02;0.02;0.09;0.52;0.29;0.09;0.29;0.6;0.0;0.69;0.74;0.09;1.96;2.8;1.0;2.44;0.0;3.46;1.27;1.27;1.99;1.17;1.84;1.0;0.66;34.12;0.9;0.148148148148;0.169024614677;0.26397515528;0.0740740740741;2.38;0.47;0.49;0.04;0.77;3.94;4.16;3.0;0.95;0.85;0.97;6.67;3.82;25;74.5;5.32;0.45;3.0;3.0;3.95;0.63;0.63
BennyGoodman_TigerRag-1_FINAL.sv;3.67;4.0;3.36;0.1;0.02;0.01;0.04;0.04;0.03;0.0;0.01;0.25;0.12;0.1;0.16;0.01;0.13;0.82;4.0;3.0;4.82;5.11;2.15;0.01;0.04;0.67;0.6;0.69;0.0;0.07;0.01;0.22;0.57;0.04;0.26;1.0;6.67;1.2;3.05;1.0;1.77;4.77;0.02;0.06;0.28;0.02;0.02;0.15;0.25;0.1;0.09;0.77;0.74;0.93;0.12;5.44;6.08;Benny Goodman;Tiger Rag;Tiger Rag-1;SWING;SWING;cl;268.0;FUNCTIONAL;1936;5.65;3.5;0.06;3.7;-12;22;12;2.85;3.57;2.56;0.01;0.01;0.08;0.67;0.2;0.08;0.3;0.61;0.0;0.66;0.6;0.04;1.43;5.71;1.0;1.99;0.0;2.82;1.25;1.17;3.03;1.4;1.84;1.0;0.68;40.66;0.96;0.155555555556;0.126893234016;0.18156424581;0.0722222222222;2.12;0.5;0.49;0.02;0.7;3.48;4.0;0.0;1.02;0.85;0.78;6.83;3.62;21;57.0;4.92;0.62;3.5;3.2;5.05;0.5;0.5
BennyGoodman_TigerRag-2_FINAL.sv;5.5;4.25;4.62;0.1;0.02;0.01;0.09;0.04;0.05;0.0;0.01;0.13;0.14;0.11;0.17;0.03;0.08;0.89;4.5;3.0;5.44;5.88;2.0;0.01;0.04;0.73;0.52;0.71;0.0;0.04;0.01;0.18;0.54;0.04;0.24;1.14;5.69;1.0;3.03;1.0;1.54;5.03;0.04;0.04;0.22;0.02;0.02;0.22;0.23;0.15;0.06;0.79;0.83;0.9;0.19;4.98;5.62;Benny Goodman;Tiger Rag;Tiger Rag-2;SWING;SWING;cl;271.2;FUNCTIONAL;1936;5.79;4.2;0.08;3.74;-13;25;13;2.98;3.53;2.49;0.01;0.01;0.09;0.64;0.24;0.09;0.28;0.61;0.0;0.67;0.6;0.01;1.68;5.38;1.0;2.56;0.0;4.96;1.06;1.06;2.73;1.0;1.81;1.0;0.67;27.04;0.9;0.167487684729;0.150770618934;0.212871287129;0.0886699507389;2.26;0.47;0.5;0.02;0.72;4.35;5.0;3.0;0.93;0.89;0.91;6.7;4.01;28;75.0;5.54;0.53;4.5;3.25;5.77;0.4;0.4
BennyGoodman_Whispering_FINAL.sv;3.38;3.5;3.63;0.13;0.0;0.05;0.03;0.03;0.07;0.0;0.0;0.15;0.1;0.11;0.21;0.03;0.1;0.86;0.0;3.0;4.33;5.75;2.75;0.03;0.04;0.65;0.71;0.45;0.0;0.14;0.0;0.16;0.71;0.06;0.46;1.0;3.55;1.22;2.14;0.0;1.3;5.26;0.02;0.07;0.13;0.09;0.04;0.18;0.18;0.2;0.09;0.84;0.9;0.76;0.15;4.84;4.01;Benny Goodman;Whispering;Whispering-1;SWING;SWING;cl;198.6;FUNCTIONAL;1936;6.25;3.0;0.01;4.24;-13;32;19;3.29;3.89;2.91;0.01;0.04;0.08;0.59;0.29;0.08;0.59;0.27;0.01;0.65;0.65;0.03;2.07;3.17;1.0;1.55;1.0;1.23;1.08;1.0;2.18;1.25;1.8;1.0;0.69;37.7;0.86;0.215189873418;0.220853825687;0.289808917197;0.151898734177;2.62;0.45;0.46;0.09;0.85;4.54;4.43;3.2;0.96;0.84;0.88;7.33;3.69;26;75.0;5.01;0.42;3.0;3.4;3.64;0.58;0.58
BenWebster_ByeByeBlackbird_FINAL.sv;3.21;3.0;3.7;0.09;0.02;0.04;0.04;0.05;0.09;0.0;0.02;0.12;0.15;0.09;0.15;0.05;0.08;0.92;3.17;3.0;3.74;6.51;2.89;0.0;0.01;0.49;0.68;0.34;0.0;0.27;0.0;0.22;0.72;0.14;0.52;1.0;2.25;1.5;1.72;1.0;1.32;5.39;0.02;0.06;0.27;0.06;0.03;0.13;0.22;0.15;0.05;0.8;0.93;0.83;0.21;4.79;2.81;Ben Webster;Bye Bye Blackbird;Bye Bye Blackbird-1;SWING;SWING;ts;140.8;FUNCTIONAL;1959;6.82;3.14;0.07;3.61;-12;27;15;2.8;3.74;3.8;0.02;0.09;0.1;0.41;0.3;0.19;0.46;0.24;0.02;0.81;0.83;0.18;2.17;1.83;1.0;1.65;1.0;1.63;1.0;1.39;1.52;1.55;1.45;1.0;0.81;15.16;0.94;0.268292682927;0.252067011579;0.364444444444;0.139689578714;2.5;0.5;0.44;0.06;0.79;4.0;3.55;3.0;1.12;0.94;0.93;5.93;4.0;23;59.0;4.68;0.47;3.2;3.24;4.16;0.62;0.62
BenWebster_DidYouCallHerToday_FINAL.sv;3.17;3.0;3.42;0.11;0.02;0.05;0.05;0.03;0.05;0.0;0.02;0.15;0.09;0.13;0.13;0.04;0.12;0.91;3.21;3.0;3.35;6.39;2.57;0.0;0.0;0.54;0.8;0.39;0.0;0.39;0.0;0.07;0.81;0.07;0.54;0.0;2.24;1.76;1.91;0.0;1.12;5.33;0.03;0.08;0.33;0.05;0.03;0.13;0.17;0.13;0.05;0.8;0.94;0.8;0.2;6.64;3.27;Ben Webster;Did You Call Her Today;Did You Call Her Today-1;SWING;SWING;ts;118.4;FUNCTIONAL;1962;6.88;3.18;0.09;3.75;-13;25;13;2.91;3.78;3.17;0.01;0.08;0.08;0.6;0.13;0.13;0.6;0.18;0.0;0.69;0.69;0.19;2.58;2.65;1.0;1.76;1.0;1.37;1.0;1.14;1.78;1.36;1.15;1.0;0.83;9.82;0.97;0.299528301887;0.180778580668;0.300236406619;0.061320754717;2.43;0.54;0.41;0.05;0.77;4.19;3.51;3.33;1.32;0.96;0.97;6.27;4.03;21;62.0;4.64;0.47;3.43;3.14;4.19;0.53;0.53
BenWebster_MyIdeal_FINAL.sv;3.33;3.43;3.62;0.12;0.02;0.07;0.03;0.04;0.07;0.0;0.03;0.14;0.12;0.07;0.15;0.04;0.1;0.92;3.36;3.8;3.77;6.21;2.29;0.01;0.0;0.35;0.56;0.16;0.0;0.62;0.0;0.03;0.51;0.1;0.72;1.0;1.74;3.18;2.35;0.0;1.0;5.12;0.04;0.06;0.32;0.02;0.04;0.14;0.23;0.11;0.05;0.78;0.82;0.86;0.18;9.65;2.99;Ben Webster;My Ideal;My Ideal-1;SWING;SWING;ts;74.2;FUNCTIONAL;1956;6.58;3.5;0.13;3.85;-12;24;12;2.97;3.72;2.76;0.0;0.05;0.05;0.5;0.03;0.14;0.68;0.11;0.02;0.62;0.69;0.43;3.23;2.03;1.0;2.15;1.0;1.35;1.0;1.31;1.83;1.9;1.0;0.0;0.92;15.06;0.96;0.363636363636;0.134327805745;0.245928338762;0.0227272727273;2.25;0.52;0.46;0.02;0.71;3.98;3.97;3.0;1.13;0.92;0.84;7.14;3.99;23;60.0;4.86;0.44;3.43;3.44;4.58;0.45;0.45
BenWebster_NightAndDay_FINAL.sv;3.0;3.17;3.41;0.07;0.01;0.04;0.02;0.02;0.11;0.0;0.01;0.17;0.1;0.11;0.15;0.05;0.14;0.87;3.0;4.0;3.69;6.34;2.86;0.01;0.02;0.5;0.67;0.31;0.0;0.13;0.0;0.35;0.72;0.13;0.55;1.0;2.16;1.4;1.79;1.0;1.67;5.43;0.04;0.06;0.21;0.09;0.02;0.14;0.26;0.11;0.07;0.82;0.87;0.86;0.21;3.92;2.97;Ben Webster;Night And Day;Night And Day-1;SWING;SWING;ts;182.2;FUNCTIONAL;1956;6.68;3.42;0.08;3.79;-12;26;14;2.9;3.78;3.51;0.06;0.08;0.07;0.37;0.45;0.18;0.51;0.22;0.0;0.75;0.77;0.06;1.93;1.89;1.07;1.52;1.0;1.33;1.04;1.25;1.72;1.4;1.99;1.05;0.75;25.27;0.96;0.386666666667;0.303816399287;0.362299465241;0.245333333333;2.65;0.43;0.48;0.09;0.85;3.94;3.73;3.71;0.88;0.9;0.96;5.85;3.87;23;62.0;4.61;0.43;3.12;3.47;4.02;0.57;0.57
BenWebster_WhereOrWhen_FINAL.sv;3.4;0.0;3.25;0.06;0.01;0.05;0.05;0.04;0.08;0.01;0.02;0.12;0.1;0.09;0.19;0.06;0.13;0.91;3.63;4.0;4.0;6.23;2.95;0.09;0.05;0.26;0.65;0.23;0.01;0.6;0.0;0.09;0.66;0.06;0.61;1.0;1.58;3.33;2.06;1.0;1.0;4.87;0.01;0.06;0.36;0.05;0.04;0.06;0.24;0.13;0.04;0.74;0.79;0.78;0.14;6.68;2.29;Ben Webster;Where or When;Where or When-1;SWING;SWING;ts;82.1;FUNCTIONAL;1956;6.17;3.73;0.22;3.32;-12;24;12;2.5;3.5;3.16;0.02;0.08;0.09;0.55;0.04;0.1;0.64;0.13;0.05;0.7;0.7;0.3;3.23;2.21;1.0;2.09;1.0;1.89;1.0;1.18;1.75;1.7;1.1;1.0;0.88;46.08;0.74;0.410447761194;0.16471015708;0.284644194757;0.044776119403;2.41;0.55;0.4;0.05;0.77;4.43;4.0;3.0;1.35;0.95;0.86;6.5;3.96;20;56.0;4.47;0.38;3.85;4.33;4.72;0.62;0.62
BixBeiderbecke_I'mComingVirginia_FINAL.sv;3.75;3.67;4.2;0.09;0.02;0.04;0.05;0.04;0.09;0.0;0.01;0.16;0.12;0.08;0.16;0.03;0.1;0.89;3.4;3.0;3.78;6.32;2.68;0.07;0.07;0.68;0.69;0.11;0.0;0.1;0.0;0.15;0.69;0.13;0.69;1.23;3.33;1.69;2.21;0.0;1.13;5.37;0.02;0.05;0.24;0.13;0.04;0.13;0.17;0.17;0.05;0.83;0.87;0.84;0.18;4.66;2.55;Bix Beiderbecke;I'm Coming Virginia;I'm Coming Virginia-1;TRADITIONAL;TWOBEAT;cor;131.5;FUNCTIONAL;1927;6.34;3.33;0.06;4.04;-12;26;14;2.96;3.77;3.22;0.02;0.09;0.1;0.56;0.25;0.23;0.57;0.08;0.02;0.72;0.72;0.07;2.84;2.93;1.11;1.96;1.0;1.46;1.1;1.58;2.0;1.36;1.68;1.0;0.71;12.55;0.91;0.253333333333;0.210620039683;0.279017857143;0.142222222222;2.74;0.48;0.4;0.13;0.89;3.76;3.63;3.09;1.2;0.86;0.94;5.08;3.63;23;70.0;4.42;0.46;3.78;3.29;4.09;0.56;0.56
BixBeiderbecke_Margie_FINAL.sv;0.0;0.0;4.0;0.08;0.0;0.06;0.05;0.06;0.03;0.0;0.0;0.18;0.05;0.19;0.21;0.02;0.06;0.82;3.25;0.0;3.25;5.14;2.52;0.0;0.0;0.71;0.69;0.39;0.0;0.06;0.0;0.23;0.8;0.06;0.55;0.0;2.59;1.0;1.88;0.0;1.17;4.31;0.03;0.07;0.41;0.15;0.02;0.08;0.18;0.05;0.02;0.72;0.7;0.69;0.18;4.22;3.19;Bix Beiderbecke;Margie;Margie-1;TRADITIONAL;TWOBEAT;cor;180.0;FUNCTIONAL;1928;5.09;3.25;0.15;3.23;-9;20;11;2.3;3.22;2.87;0.0;0.08;0.16;0.52;0.3;0.23;0.57;0.11;0.0;0.8;0.77;0.02;2.5;2.67;1.0;1.65;0.0;1.0;1.11;1.27;1.91;1.0;1.8;0.0;0.61;3.66;0.92;0.258064516129;0.212189317821;0.311475409836;0.112903225806;2.72;0.51;0.34;0.15;0.9;3.4;3.25;3.33;1.48;0.86;0.85;4.78;3.23;13;70.0;3.27;0.45;3.5;3.0;4.88;0.49;0.49
BixBeiderbecke_RiverboatShuffle_FINAL.sv;3.33;3.2;3.79;0.13;0.0;0.04;0.03;0.01;0.07;0.0;0.01;0.19;0.12;0.14;0.18;0.01;0.07;0.87;3.0;0.0;3.0;5.43;2.19;0.0;0.0;0.81;0.56;0.57;0.0;0.06;0.0;0.13;0.69;0.02;0.42;0.0;6.19;1.25;3.5;0.0;1.24;5.42;0.02;0.06;0.16;0.1;0.04;0.15;0.2;0.2;0.07;0.84;0.83;0.75;0.18;4.99;4.39;Bix Beiderbecke;Riverboat Shuffle;Riverboat Shuffle-1;TRADITIONAL;TWOBEAT;cor;210.9;FUNCTIONAL;1927;6.24;3.0;0.01;4.02;-16;28;16;3.13;3.81;2.82;0.0;0.03;0.09;0.51;0.39;0.07;0.6;0.29;0.0;0.7;0.72;0.02;2.34;2.19;1.0;1.76;0.0;1.31;1.17;1.33;1.8;1.0;1.68;0.0;0.69;28.67;0.93;0.248447204969;0.224495341615;0.2875;0.16149068323;2.67;0.45;0.45;0.1;0.86;3.8;3.75;3.2;1.0;0.84;0.82;6.0;3.61;24;68.0;4.43;0.48;3.0;4.2;3.53;0.41;0.41
BixBeiderbecke_RoyalGardenBlues_FINAL.sv;3.0;0.0;3.6;0.15;0.01;0.01;0.01;0.01;0.15;0.0;0.0;0.17;0.15;0.07;0.18;0.0;0.07;0.79;4.0;0.0;3.5;4.96;2.35;0.01;0.04;0.68;0.64;0.58;0.0;0.22;0.0;0.06;0.63;0.04;0.36;1.5;2.88;1.33;2.06;0.0;1.0;4.67;0.04;0.06;0.17;0.03;0.03;0.11;0.34;0.2;0.03;0.76;0.65;0.79;0.15;6.45;4.69;Bix Beiderbecke;Royal Garden Blues;Royal Garden Blues-1;TRADITIONAL;TWOBEAT;cor;174.1;BLUES;1927;5.32;4.0;0.04;3.9;-8;23;15;3.07;3.49;2.79;0.0;0.03;0.07;0.66;0.17;0.1;0.54;0.34;0.0;0.74;0.71;0.1;2.53;2.76;2.0;2.22;0.0;2.18;1.25;1.4;1.87;1.17;1.09;0.0;0.71;33.52;0.95;0.152777777778;0.178794992175;0.246478873239;0.111111111111;2.24;0.44;0.54;0.03;0.73;4.0;4.29;0.0;0.82;0.83;0.85;7.25;3.48;20;68.0;4.62;0.56;4.0;4.0;5.29;0.44;0.44
BixBeiderbecke_SinginTheBlues_FINAL.sv;3.0;3.43;3.38;0.11;0.01;0.04;0.04;0.03;0.11;0.0;0.01;0.11;0.14;0.1;0.15;0.04;0.1;0.91;4.5;3.0;3.82;6.07;2.67;0.01;0.02;0.63;0.63;0.19;0.0;0.16;0.01;0.19;0.71;0.21;0.59;1.0;3.33;2.08;2.16;1.0;1.11;5.34;0.06;0.06;0.24;0.04;0.03;0.21;0.18;0.11;0.06;0.83;0.72;0.82;0.17;5.04;2.83;Bix Beiderbecke;Singin the Blues;Singin the Blues-1;TRADITIONAL;TWOBEAT;cor;134.0;FUNCTIONAL;1927;6.28;4.13;0.16;4.29;-12;26;14;3.33;3.83;2.97;0.0;0.09;0.14;0.62;0.17;0.18;0.61;0.11;0.0;0.78;0.76;0.07;3.34;3.0;1.0;2.06;0.0;2.0;1.16;1.21;1.96;1.38;1.29;0.0;0.75;36.62;0.91;0.3125;0.246383647799;0.342767295597;0.15;2.36;0.48;0.48;0.04;0.75;3.8;4.0;3.0;0.99;0.94;0.91;7.5;3.74;23;67.5;3.95;0.47;4.13;3.13;3.68;0.5;0.5
BobBerg_Angles_FINAL.sv;3.43;3.17;3.36;0.11;0.02;0.02;0.05;0.04;0.09;0.0;0.0;0.12;0.12;0.09;0.16;0.03;0.15;0.88;3.2;3.91;4.0;6.49;1.38;0.01;0.02;0.78;0.46;0.85;0.0;0.1;0.01;0.09;0.31;0.02;0.12;1.08;6.52;1.8;3.77;1.2;1.36;5.27;0.01;0.05;0.21;0.12;0.02;0.18;0.2;0.14;0.07;0.81;0.88;0.95;0.18;5.6;6.31;Bob Berg;Angles;Angles-1;POSTBOP;SWING;ts;270.1;COLOR;1993;6.64;3.78;0.09;3.66;-35;50;35;2.75;3.72;2.06;0.03;0.03;0.03;0.8;0.1;0.03;0.14;0.8;0.0;0.42;0.46;0.04;1.55;6.72;1.0;3.78;1.0;6.93;1.05;1.05;3.66;1.46;1.45;1.0;0.68;31.23;0.96;0.0926157697121;0.103045865603;0.167293233083;0.0387984981227;2.75;0.44;0.44;0.12;0.89;4.19;4.07;3.21;1.0;0.92;0.82;6.32;4.38;37;65.0;6.66;0.37;3.97;3.83;5.13;0.33;0.33
BobBerg_BluesForBela_FINAL.sv;3.45;3.35;3.61;0.06;0.09;0.11;0.01;0.08;0.08;0.0;0.02;0.09;0.13;0.05;0.1;0.06;0.13;0.93;3.33;4.23;4.33;6.49;1.62;0.02;0.02;0.77;0.5;0.83;0.0;0.12;0.01;0.08;0.36;0.02;0.13;1.0;5.59;1.48;3.15;1.0;1.24;4.95;0.04;0.04;0.24;0.02;0.03;0.14;0.34;0.09;0.06;0.75;0.88;0.9;0.16;5.64;5.86;Bob Berg;Blues for Bela;Blues for Bela-1;POSTBOP;SWING;ts;249.4;BLUES;1993;6.44;4.06;0.18;4.15;-18;44;26;2.98;3.67;2.6;0.02;0.03;0.05;0.72;0.11;0.05;0.21;0.71;0.0;0.52;0.58;0.09;1.3;5.05;1.0;2.38;1.0;3.82;1.04;1.14;2.73;1.32;1.36;1.0;0.77;23.5;0.96;0.302063789869;0.164387281525;0.236842105263;0.0919324577861;2.22;0.43;0.55;0.02;0.7;4.16;4.23;3.0;0.78;0.96;0.89;6.38;4.56;39;66.0;6.82;0.45;3.71;4.31;6.26;0.41;0.41
